sku_id,product_id,size,stock_count,base_price,discount_percentage
SKU-2416-8,PRD-1134,8,18,243.3,0.0
SKU-2417-XXL,PRD-1294,XXL,31,188.44,0.05
SKU-2418-9,PRD-1354,9,13,22.56,0.25
SKU-2419-S,PRD-1219,S,6,248.51,0.1
SKU-2420-OneSize,PRD-1488,One Size,23,159.94,0.25
SKU-2421-XL,PRD-1480,XL,46,99.34,0.5
SKU-2422-OneSize,PRD-1185,One Size,36,187.68,0.1
SKU-2423-XXL,PRD-1349,XXL,42,54.56,0.4
SKU-2424-XXL,PRD-1259,XXL,19,252.02,0.25
SKU-2425-11,PRD-1374,11,30,290.61,0.0
SKU-2426-38,PRD-1276,38,48,62.75,0.05
SKU-2427-OneSize,PRD-1185,One Size,32,216.1,0.0
SKU-2428-OneSize,PRD-1066,One Size,28,259.89,0.2
SKU-2429-XXL,PRD-1494,XXL,33,275.46,0.0
SKU-2430-XL,PRD-1054,XL,0,129.83,0.2
SKU-2431-L,PRD-1106,L,26,297.28,0.2
SKU-2432-30,PRD-1151,30,13,167.79,0.1
SKU-2433-11,PRD-1454,11,17,278.45,0.3
SKU-2434-6,PRD-1330,6,12,56.64,0.4
SKU-2435-XS,PRD-1127,XS,13,257.94,0.1
SKU-2436-OneSize,PRD-1154,One Size,0,181.59,0.25
SKU-2437-L,PRD-1113,L,44,101.49,0.0
SKU-2438-OneSize,PRD-1164,One Size,46,245.21,0.05
SKU-2439-XXL,PRD-1451,XXL,0,22.55,0.4
SKU-2440-11,PRD-1202,11,18,239.93,0.0
SKU-2441-L,PRD-1285,L,26,210.23,0.0
SKU-2442-OneSize,PRD-1170,One Size,7,46.88,0.25
SKU-2443-OneSize,PRD-1442,One Size,38,52.85,0.3
SKU-2444-8,PRD-1402,8,50,186.14,0.0
SKU-2445-11,PRD-1439,11,38,133.11,0.0
SKU-2446-34,PRD-1486,34,20,131.05,0.1
SKU-2447-XL,PRD-1136,XL,0,287.27,0.5
SKU-2448-9,PRD-1238,9,0,237.23,0.5
SKU-2449-XS,PRD-1053,XS,0,237.75,0.5
SKU-2450-36,PRD-1026,36,11,197.04,0.25
SKU-2451-OneSize,PRD-1073,One Size,14,53.59,0.0
SKU-2452-42,PRD-1347,42,47,199.58,0.3
SKU-2453-XS,PRD-1011,XS,0,184.31,0.4
SKU-2454-36,PRD-1130,36,32,214.23,0.0
SKU-2455-XL,PRD-1010,XL,28,70.7,0.25
SKU-2456-11,PRD-1292,11,29,141.41,0.4
SKU-2457-XS,PRD-1256,XS,28,111.05,0.3
SKU-2458-9,PRD-1214,9,39,247.59,0.0
SKU-2459-10,PRD-1330,10,48,248.88,0.3
SKU-2460-XS,PRD-1005,XS,18,165.28,0.4
SKU-2461-XXL,PRD-1498,XXL,21,249.26,0.5
SKU-2462-OneSize,PRD-1275,One Size,40,290.38,0.0
SKU-2463-XL,PRD-1240,XL,0,214.65,0.0
SKU-2464-OneSize,PRD-1473,One Size,7,244.13,0.0
SKU-2465-S,PRD-1132,S,39,181.01,0.5
SKU-2466-XS,PRD-1391,XS,25,177.49,0.0
SKU-2467-6,PRD-1062,6,28,161.71,0.15
SKU-2468-XL,PRD-1291,XL,13,68.04,0.5
SKU-2469-OneSize,PRD-1112,One Size,37,104.16,0.3
SKU-2470-12,PRD-1500,12,23,102.14,0.3
SKU-2471-S,PRD-1031,S,24,181.57,0.15
SKU-2472-M,PRD-1392,M,0,189.72,0.3
SKU-2473-OneSize,PRD-1164,One Size,41,205.52,0.0
SKU-2474-6,PRD-1422,6,5,72.65,0.1
SKU-2475-OneSize,PRD-1329,One Size,29,288.07,0.4
SKU-2476-S,PRD-1383,S,11,185.69,0.1
SKU-2477-11,PRD-1393,11,3,194.24,0.0
SKU-2478-8,PRD-1263,8,33,92.98,0.5
SKU-2479-S,PRD-1163,S,17,132.01,0.0
SKU-2480-8,PRD-1149,8,0,209.42,0.0
SKU-2481-OneSize,PRD-1320,One Size,38,39.75,0.1
SKU-2482-XXL,PRD-1496,XXL,27,200.75,0.15
SKU-2483-XXL,PRD-1211,XXL,19,201.37,0.3
SKU-2484-OneSize,PRD-1226,One Size,39,137.5,0.0
SKU-2485-L,PRD-1219,L,42,126.09,0.4
SKU-2486-6,PRD-1223,6,34,95.63,0.3
SKU-2487-11,PRD-1070,11,0,173.53,0.0
SKU-2488-OneSize,PRD-1252,One Size,23,121.58,0.15
SKU-2489-8,PRD-1303,8,26,60.96,0.05
SKU-2490-6,PRD-1178,6,2,47.42,0.05
SKU-2491-XS,PRD-1482,XS,8,239.16,0.0
SKU-2492-OneSize,PRD-1346,One Size,12,184.86,0.25
SKU-2493-OneSize,PRD-1406,One Size,21,216.12,0.1
SKU-2494-M,PRD-1383,M,0,190.08,0.0
SKU-2495-OneSize,PRD-1030,One Size,0,285.01,0.2
SKU-2496-M,PRD-1240,M,0,245.69,0.5
SKU-2497-OneSize,PRD-1410,One Size,0,153.51,0.0
SKU-2498-XS,PRD-1447,XS,28,212.25,0.0
SKU-2499-7,PRD-1267,7,12,59.94,0.4
SKU-2500-M,PRD-1451,M,23,34.79,0.5
