product_id,name,description,category,material,occasion
PRD-1379,Ridgeline Jeans,"Designed for those who want on-trend looks without sacrificing performance, this Cotton Twill jeans is windproof and comfortable from morning commutes to weekend adventures. Reviewers consistently praise how durable the construction feels, thanks to eco-friendly recycled materials. It also features a relaxed, roomy fit for added versatility.",Bottoms,Cotton Twill,Outdoor
PRD-1380,Heritage Hoodie,"A wardrobe staple, this hoodie pairs on-trend styling with a airy feel you'll want to wear all day. Made from Polyester, it's engineered to be sturdy season after season. Thoughtful details like a taped, seam-sealed construction and a brushed interior finish make it ideal during workouts and high-intensity activity.",Tops,Polyester,Activewear
PRD-1381,Trailblazer Trail Runner,"This sharp-looking trail runner is crafted from premium Leather for a look that works just as well for weddings and other special events. It's built to be airy and durable, so it holds up to daily wear without losing its shape. The design includes a taped, seam-sealed construction and a relaxed, roomy fit, giving you both form and function in one piece.",Footwear,Leather,Wedding
PRD-1382,Trailblazer Scarf,"Designed for those who want elegant looks without sacrificing performance, this Stainless Steel scarf is insulated and lightweight from morning commutes to weekend adventures. Reviewers consistently praise how long-lasting the construction feels, thanks to moisture-wicking lining. It also features a hidden interior pocket for added versatility.",Accessories,Stainless Steel,Travel
PRD-1383,Cascade Bomber Jacket,"Whether you're headed out during workouts and high-intensity activity or just running errands, this water-resistant bomber jacket keeps you covered. The Polyester construction is both lightweight and rugged, and a quick-release buckle adds a practical touch. Finished with double-stitched seams, it's a sharp-looking choice for almost any setting.",Outerwear,Polyester,Activewear
PRD-1384,Drift Tote Bag,"A wardrobe staple, this tote bag pairs stylish styling with a flexible feel you'll want to wear all day. Made from Stainless Steel, it's engineered to be tough season after season. Thoughtful details like a taped, seam-sealed construction and a brushed interior finish make it ideal while traveling or on the go.",Accessories,Stainless Steel,Travel
PRD-1385,Trailblazer Scarf,"Whether you're headed out for formal occasions and the office or just running errands, this waterproof scarf keeps you covered. The Nylon construction is both soft and durable, and a reinforced toe cap adds a practical touch. Finished with reflective trim for low-light visibility, it's a sleek choice for almost any setting.",Accessories,Nylon,Formal
PRD-1386,Summit Parka,"Whether you're headed out during workouts and high-intensity activity or just running errands, this water-resistant parka keeps you covered. The Polyester construction is both lightweight and reinforced, and reinforced stitching adds a practical touch. Finished with a quick-release buckle, it's a on-trend choice for almost any setting.",Outerwear,Polyester,Activewear
PRD-1387,Vantage Hoodie,"A wardrobe staple, this hoodie pairs sleek styling with a cozy feel you'll want to wear all day. Made from Bamboo Blend, it's engineered to be tough season after season. Thoughtful details like reinforced stitching and a taped, seam-sealed construction make it ideal for formal occasions and the office.",Tops,Bamboo Blend,Formal
PRD-1388,Urban Trench Coat,"A wardrobe staple, this trench coat pairs chic styling with a cozy feel you'll want to wear all day. Made from Down Fill, it's engineered to be durable season after season. Thoughtful details like a slim, tapered fit and eco-friendly recycled materials make it ideal while traveling or on the go.",Outerwear,Down Fill,Travel
PRD-1389,Drift Button-Down Shirt,"Whether you're headed out for formal occasions and the office or just running errands, this water-resistant button-down shirt keeps you covered. The Linen construction is both flexible and long-lasting, and a relaxed, roomy fit adds a practical touch. Finished with eco-friendly recycled materials, it's a chic choice for almost any setting.",Tops,Linen,Formal
PRD-1390,Metro Watch,"Designed for those who want sharp-looking looks without sacrificing performance, this Wool watch is weatherproof and lightweight from morning commutes to weekend adventures. Reviewers consistently praise how sturdy the construction feels, thanks to eco-friendly recycled materials. It also features a brushed interior finish for added versatility.",Accessories,Wool,Activewear
PRD-1391,Summit Blouse,"Whether you're headed out for formal occasions and the office or just running errands, this insulated blouse keeps you covered. The Merino Wool construction is both breathable and rugged, and double-stitched seams adds a practical touch. Finished with a relaxed, roomy fit, it's a on-trend choice for almost any setting.",Tops,Merino Wool,Formal
PRD-1392,Horizon Blouse,"This sleek blouse is crafted from premium Modal for a look that works just as well for formal occasions and the office. It's built to be airy and tough, so it holds up to daily wear without losing its shape. The design includes a taped, seam-sealed construction and an anti-odor treatment, giving you both form and function in one piece.",Tops,Modal,Formal
PRD-1393,Ridgeline Boot,"This elegant boot is crafted from premium Mesh for a look that works just as well for weddings and other special events. It's built to be flexible and tough, so it holds up to daily wear without losing its shape. The design includes double-stitched seams and a slim, tapered fit, giving you both form and function in one piece.",Footwear,Mesh,Wedding
PRD-1394,Trailblazer Jeans,"This sharp-looking jeans is crafted from premium Denim for a look that works just as well for weddings and other special events. It's built to be breathable and tough, so it holds up to daily wear without losing its shape. The design includes a quick-release buckle and reflective trim for low-light visibility, giving you both form and function in one piece.",Bottoms,Denim,Wedding
PRD-1395,Alpine Anorak,"Designed for those who want chic looks without sacrificing performance, this Wool anorak is insulated and soft from morning commutes to weekend adventures. Reviewers consistently praise how long-lasting the construction feels, thanks to a taped, seam-sealed construction. It also features articulated seams for freedom of movement for added versatility.",Outerwear,Wool,Outdoor
PRD-1396,Cascade Cargo Pants,"Designed for those who want stylish looks without sacrificing performance, this Denim cargo pants is waterproof and comfortable from morning commutes to weekend adventures. Reviewers consistently praise how reinforced the construction feels, thanks to adjustable straps. It also features an anti-odor treatment for added versatility.",Bottoms,Denim,Travel
PRD-1397,Urban Sweater,"This chic sweater is crafted from premium Cotton for a look that works just as well for weddings and other special events. It's built to be lightweight and tough, so it holds up to daily wear without losing its shape. The design includes a quick-release buckle and adjustable straps, giving you both form and function in one piece.",Tops,Cotton,Wedding
PRD-1398,Horizon Scarf,"Whether you're headed out for weddings and other special events or just running errands, this insulated scarf keeps you covered. The Leather construction is both flexible and rugged, and a slim, tapered fit adds a practical touch. Finished with reinforced stitching, it's a chic choice for almost any setting.",Accessories,Leather,Wedding
PRD-1399,Metro Chinos,"Designed for those who want elegant looks without sacrificing performance, this Cotton Twill chinos is quick-drying and cozy from morning commutes to weekend adventures. Reviewers consistently praise how tough the construction feels, thanks to a hidden interior pocket. It also features articulated seams for freedom of movement for added versatility.",Bottoms,Cotton Twill,Casual
PRD-1400,Coastal Backpack,"Designed for those who want chic looks without sacrificing performance, this Stainless Steel backpack is windproof and cozy from morning commutes to weekend adventures. Reviewers consistently praise how hard-wearing the construction feels, thanks to moisture-wicking lining. It also features reinforced stitching for added versatility.",Accessories,Stainless Steel,Business
PRD-1401,Alpine Sneaker,"This elegant sneaker is crafted from premium Leather for a look that works just as well for weddings and other special events. It's built to be flexible and hard-wearing, so it holds up to daily wear without losing its shape. The design includes reflective trim for low-light visibility and double-stitched seams, giving you both form and function in one piece.",Footwear,Leather,Wedding
PRD-1402,Nordic Boot,"A wardrobe staple, this boot pairs sharp-looking styling with a breathable feel you'll want to wear all day. Made from Leather, it's engineered to be long-lasting season after season. Thoughtful details like moisture-wicking lining and an anti-odor treatment make it ideal for a relaxed, everyday look.",Footwear,Leather,Casual
PRD-1403,Urban Joggers,"Whether you're headed out in the office or client meetings or just running errands, this windproof joggers keeps you covered. The Corduroy construction is both airy and rugged, and adjustable straps adds a practical touch. Finished with a quick-release buckle, it's a chic choice for almost any setting.",Bottoms,Corduroy,Business
PRD-1404,Coastal Windbreaker,"Designed for those who want on-trend looks without sacrificing performance, this Nylon windbreaker is quick-drying and breathable from morning commutes to weekend adventures. Reviewers consistently praise how rugged the construction feels, thanks to double-stitched seams. It also features reflective trim for low-light visibility for added versatility.",Outerwear,Nylon,Outdoor
PRD-1405,Cascade Trench Coat,"Whether you're headed out in the office or client meetings or just running errands, this windproof trench coat keeps you covered. The Gore-Tex construction is both cozy and durable, and a relaxed, roomy fit adds a practical touch. Finished with a brushed interior finish, it's a sleek choice for almost any setting.",Outerwear,Gore-Tex,Business
PRD-1406,Vantage Tote Bag,"Whether you're headed out during workouts and high-intensity activity or just running errands, this windproof tote bag keeps you covered. The Silicone construction is both airy and durable, and a brushed interior finish adds a practical touch. Finished with a hidden interior pocket, it's a chic choice for almost any setting.",Accessories,Silicone,Activewear
PRD-1407,Cascade Vest,"Designed for those who want chic looks without sacrificing performance, this Down Fill vest is water-resistant and lightweight from morning commutes to weekend adventures. Reviewers consistently praise how rugged the construction feels, thanks to moisture-wicking lining. It also features a relaxed, roomy fit for added versatility.",Outerwear,Down Fill,Activewear
PRD-1408,Urban Sandal,"Whether you're headed out for a relaxed, everyday look or just running errands, this insulated sandal keeps you covered. The Suede construction is both lightweight and reinforced, and a hidden interior pocket adds a practical touch. Finished with double-stitched seams, it's a elegant choice for almost any setting.",Footwear,Suede,Casual
PRD-1409,Urban Hoodie,"This chic hoodie is crafted from premium Linen for a look that works just as well in the office or client meetings. It's built to be cozy and long-lasting, so it holds up to daily wear without losing its shape. The design includes articulated seams for freedom of movement and a reinforced toe cap, giving you both form and function in one piece.",Tops,Linen,Business
PRD-1410,Cascade Belt,"Whether you're headed out while traveling or on the go or just running errands, this insulated belt keeps you covered. The Silicone construction is both lightweight and hard-wearing, and moisture-wicking lining adds a practical touch. Finished with articulated seams for freedom of movement, it's a sleek choice for almost any setting.",Accessories,Silicone,Travel
PRD-1411,Cascade Scarf,"This sharp-looking scarf is crafted from premium Leather for a look that works just as well for a relaxed, everyday look. It's built to be cozy and long-lasting, so it holds up to daily wear without losing its shape. The design includes a relaxed, roomy fit and reflective trim for low-light visibility, giving you both form and function in one piece.",Accessories,Leather,Casual
PRD-1412,Horizon Henley,"Whether you're headed out in the office or client meetings or just running errands, this insulated henley keeps you covered. The Polyester construction is both soft and rugged, and reinforced stitching adds a practical touch. Finished with adjustable straps, it's a modern choice for almost any setting.",Tops,Polyester,Business
PRD-1413,Summit Beanie,"Whether you're headed out in the office or client meetings or just running errands, this quick-drying beanie keeps you covered. The Wool construction is both lightweight and durable, and a taped, seam-sealed construction adds a practical touch. Finished with a quick-release buckle, it's a elegant choice for almost any setting.",Accessories,Wool,Business
PRD-1414,Metro Chinos,"A wardrobe staple, this chinos pairs sharp-looking styling with a soft feel you'll want to wear all day. Made from Polyester, it's engineered to be reinforced season after season. Thoughtful details like reflective trim for low-light visibility and a taped, seam-sealed construction make it ideal for weddings and other special events.",Bottoms,Polyester,Wedding
PRD-1415,Drift Trench Coat,"Whether you're headed out for formal occasions and the office or just running errands, this windproof trench coat keeps you covered. The Polyester construction is both airy and tough, and a relaxed, roomy fit adds a practical touch. Finished with double-stitched seams, it's a modern choice for almost any setting.",Outerwear,Polyester,Formal
PRD-1416,Heritage Wallet,"Designed for those who want chic looks without sacrificing performance, this Wool wallet is insulated and flexible from morning commutes to weekend adventures. Reviewers consistently praise how sturdy the construction feels, thanks to a taped, seam-sealed construction. It also features double-stitched seams for added versatility.",Accessories,Wool,Casual
PRD-1417,Nordic Hoodie,"This on-trend hoodie is crafted from premium Cotton for a look that works just as well during workouts and high-intensity activity. It's built to be soft and rugged, so it holds up to daily wear without losing its shape. The design includes reflective trim for low-light visibility and a slim, tapered fit, giving you both form and function in one piece.",Tops,Cotton,Activewear
PRD-1418,Vantage Wallet,"Designed for those who want sleek looks without sacrificing performance, this Leather wallet is waterproof and breathable from morning commutes to weekend adventures. Reviewers consistently praise how sturdy the construction feels, thanks to double-stitched seams. It also features reinforced stitching for added versatility.",Accessories,Leather,Formal
PRD-1419,Metro Sweater,"Whether you're headed out for formal occasions and the office or just running errands, this waterproof sweater keeps you covered. The Bamboo Blend construction is both breathable and tough, and a reinforced toe cap adds a practical touch. Finished with articulated seams for freedom of movement, it's a elegant choice for almost any setting.",Tops,Bamboo Blend,Formal
PRD-1420,Heritage Trail Runner,"Designed for those who want on-trend looks without sacrificing performance, this Mesh trail runner is weatherproof and cozy from morning commutes to weekend adventures. Reviewers consistently praise how long-lasting the construction feels, thanks to double-stitched seams. It also features an anti-odor treatment for added versatility.",Footwear,Mesh,Outdoor
PRD-1421,Drift Chelsea Boot,"This chic chelsea boot is crafted from premium Mesh for a look that works just as well in the office or client meetings. It's built to be breathable and rugged, so it holds up to daily wear without losing its shape. The design includes reflective trim for low-light visibility and reinforced stitching, giving you both form and function in one piece.",Footwear,Mesh,Business
PRD-1422,Ridgeline Boot,"Designed for those who want chic looks without sacrificing performance, this Suede boot is quick-drying and cozy from morning commutes to weekend adventures. Reviewers consistently praise how durable the construction feels, thanks to reflective trim for low-light visibility. It also features eco-friendly recycled materials for added versatility.",Footwear,Suede,Business
PRD-1423,Nordic Anorak,"This on-trend anorak is crafted from premium Wool for a look that works just as well for formal occasions and the office. It's built to be comfortable and long-lasting, so it holds up to daily wear without losing its shape. The design includes a hidden interior pocket and reflective trim for low-light visibility, giving you both form and function in one piece.",Outerwear,Wool,Formal
PRD-1424,Metro Hoodie,"Whether you're headed out on hiking trails and outdoor excursions or just running errands, this insulated hoodie keeps you covered. The Polyester construction is both airy and tough, and reflective trim for low-light visibility adds a practical touch. Finished with a hidden interior pocket, it's a chic choice for almost any setting.",Tops,Polyester,Outdoor
PRD-1425,Summit Belt,"A wardrobe staple, this belt pairs on-trend styling with a cozy feel you'll want to wear all day. Made from Silicone, it's engineered to be long-lasting season after season. Thoughtful details like a reinforced toe cap and eco-friendly recycled materials make it ideal during workouts and high-intensity activity.",Accessories,Silicone,Activewear
PRD-1426,Coastal Trench Coat,"A wardrobe staple, this trench coat pairs modern styling with a flexible feel you'll want to wear all day. Made from Wool, it's engineered to be tough season after season. Thoughtful details like double-stitched seams and reflective trim for low-light visibility make it ideal for a relaxed, everyday look.",Outerwear,Wool,Casual
PRD-1427,Cascade Polo,"Designed for those who want sharp-looking looks without sacrificing performance, this Merino Wool polo is insulated and comfortable from morning commutes to weekend adventures. Reviewers consistently praise how reinforced the construction feels, thanks to a taped, seam-sealed construction. It also features reinforced stitching for added versatility.",Tops,Merino Wool,Formal
PRD-1428,Nordic Trousers,"This modern trousers is crafted from premium Wool Blend for a look that works just as well for weddings and other special events. It's built to be airy and sturdy, so it holds up to daily wear without losing its shape. The design includes eco-friendly recycled materials and an anti-odor treatment, giving you both form and function in one piece.",Bottoms,Wool Blend,Wedding
PRD-1429,Drift Shorts,"Designed for those who want elegant looks without sacrificing performance, this Wool Blend shorts is insulated and lightweight from morning commutes to weekend adventures. Reviewers consistently praise how tough the construction feels, thanks to a quick-release buckle. It also features a slim, tapered fit for added versatility.",Bottoms,Wool Blend,Casual
PRD-1430,Coastal Shorts,"Designed for those who want on-trend looks without sacrificing performance, this Wool Blend shorts is waterproof and lightweight from morning commutes to weekend adventures. Reviewers consistently praise how long-lasting the construction feels, thanks to double-stitched seams. It also features eco-friendly recycled materials for added versatility.",Bottoms,Wool Blend,Wedding
PRD-1431,Drift Joggers,"Designed for those who want elegant looks without sacrificing performance, this Cotton Twill joggers is weatherproof and breathable from morning commutes to weekend adventures. Reviewers consistently praise how rugged the construction feels, thanks to eco-friendly recycled materials. It also features a quick-release buckle for added versatility.",Bottoms,Cotton Twill,Business
PRD-1432,Alpine Loafer,"A wardrobe staple, this loafer pairs on-trend styling with a airy feel you'll want to wear all day. Made from Synthetic, it's engineered to be sturdy season after season. Thoughtful details like a quick-release buckle and reflective trim for low-light visibility make it ideal while traveling or on the go.",Footwear,Synthetic,Travel
PRD-1433,Horizon Trousers,"This on-trend trousers is crafted from premium Denim for a look that works just as well while traveling or on the go. It's built to be breathable and reinforced, so it holds up to daily wear without losing its shape. The design includes an anti-odor treatment and a hidden interior pocket, giving you both form and function in one piece.",Bottoms,Denim,Travel
PRD-1434,Summit Cargo Pants,"Designed for those who want modern looks without sacrificing performance, this Ripstop Nylon cargo pants is windproof and soft from morning commutes to weekend adventures. Reviewers consistently praise how hard-wearing the construction feels, thanks to adjustable straps. It also features a hidden interior pocket for added versatility.",Bottoms,Ripstop Nylon,Wedding
PRD-1435,Nordic Oxford,"This elegant oxford is crafted from premium Mesh for a look that works just as well while traveling or on the go. It's built to be lightweight and long-lasting, so it holds up to daily wear without losing its shape. The design includes an anti-odor treatment and a quick-release buckle, giving you both form and function in one piece.",Footwear,Mesh,Travel
PRD-1436,Trailblazer Trench Coat,"Designed for those who want sleek looks without sacrificing performance, this Gore-Tex trench coat is waterproof and soft from morning commutes to weekend adventures. Reviewers consistently praise how reinforced the construction feels, thanks to a brushed interior finish. It also features a relaxed, roomy fit for added versatility.",Outerwear,Gore-Tex,Outdoor
PRD-1437,Alpine Oxford,"Whether you're headed out on hiking trails and outdoor excursions or just running errands, this insulated oxford keeps you covered. The Canvas construction is both breathable and durable, and articulated seams for freedom of movement adds a practical touch. Finished with an anti-odor treatment, it's a chic choice for almost any setting.",Footwear,Canvas,Outdoor
PRD-1438,Metro Sneaker,"Designed for those who want stylish looks without sacrificing performance, this Synthetic sneaker is water-resistant and flexible from morning commutes to weekend adventures. Reviewers consistently praise how tough the construction feels, thanks to reinforced stitching. It also features eco-friendly recycled materials for added versatility.",Footwear,Synthetic,Wedding
PRD-1439,Nordic Loafer,"This on-trend loafer is crafted from premium Synthetic for a look that works just as well for weddings and other special events. It's built to be airy and rugged, so it holds up to daily wear without losing its shape. The design includes articulated seams for freedom of movement and a reinforced toe cap, giving you both form and function in one piece.",Footwear,Synthetic,Wedding
PRD-1440,Drift Windbreaker,"A wardrobe staple, this windbreaker pairs sleek styling with a airy feel you'll want to wear all day. Made from Nylon, it's engineered to be sturdy season after season. Thoughtful details like articulated seams for freedom of movement and eco-friendly recycled materials make it ideal for weddings and other special events.",Outerwear,Nylon,Wedding
PRD-1441,Summit Sandal,"Designed for those who want sleek looks without sacrificing performance, this Suede sandal is waterproof and lightweight from morning commutes to weekend adventures. Reviewers consistently praise how tough the construction feels, thanks to a hidden interior pocket. It also features a slim, tapered fit for added versatility.",Footwear,Suede,Travel
PRD-1442,Metro Belt,"This modern belt is crafted from premium Nylon for a look that works just as well for formal occasions and the office. It's built to be comfortable and hard-wearing, so it holds up to daily wear without losing its shape. The design includes articulated seams for freedom of movement and eco-friendly recycled materials, giving you both form and function in one piece.",Accessories,Nylon,Formal
PRD-1443,Urban Anorak,"This stylish anorak is crafted from premium Down Fill for a look that works just as well for a relaxed, everyday look. It's built to be soft and sturdy, so it holds up to daily wear without losing its shape. The design includes reinforced stitching and a slim, tapered fit, giving you both form and function in one piece.",Outerwear,Down Fill,Casual
PRD-1444,Drift Windbreaker,"Designed for those who want elegant looks without sacrificing performance, this Down Fill windbreaker is weatherproof and flexible from morning commutes to weekend adventures. Reviewers consistently praise how durable the construction feels, thanks to a hidden interior pocket. It also features a slim, tapered fit for added versatility.",Outerwear,Down Fill,Wedding
PRD-1445,Voyager Trousers,"A wardrobe staple, this trousers pairs elegant styling with a lightweight feel you'll want to wear all day. Made from Wool Blend, it's engineered to be sturdy season after season. Thoughtful details like a brushed interior finish and a taped, seam-sealed construction make it ideal for a relaxed, everyday look.",Bottoms,Wool Blend,Casual
PRD-1446,Coastal Belt,"This chic belt is crafted from premium Wool for a look that works just as well during workouts and high-intensity activity. It's built to be lightweight and hard-wearing, so it holds up to daily wear without losing its shape. The design includes a relaxed, roomy fit and moisture-wicking lining, giving you both form and function in one piece.",Accessories,Wool,Activewear
PRD-1447,Drift Sweater,"Whether you're headed out for formal occasions and the office or just running errands, this water-resistant sweater keeps you covered. The Modal construction is both cozy and sturdy, and reflective trim for low-light visibility adds a practical touch. Finished with adjustable straps, it's a stylish choice for almost any setting.",Tops,Modal,Formal
PRD-1448,Summit Chinos,"This sharp-looking chinos is crafted from premium Polyester for a look that works just as well for formal occasions and the office. It's built to be cozy and tough, so it holds up to daily wear without losing its shape. The design includes a taped, seam-sealed construction and moisture-wicking lining, giving you both form and function in one piece.",Bottoms,Polyester,Formal
PRD-1449,Urban Trail Runner,"This elegant trail runner is crafted from premium Leather for a look that works just as well while traveling or on the go. It's built to be lightweight and sturdy, so it holds up to daily wear without losing its shape. The design includes a taped, seam-sealed construction and reflective trim for low-light visibility, giving you both form and function in one piece.",Footwear,Leather,Travel
PRD-1450,Vantage T-Shirt,"Designed for those who want sharp-looking looks without sacrificing performance, this Polyester t-shirt is quick-drying and airy from morning commutes to weekend adventures. Reviewers consistently praise how long-lasting the construction feels, thanks to double-stitched seams. It also features reinforced stitching for added versatility.",Tops,Polyester,Casual
PRD-1451,Urban T-Shirt,"This sleek t-shirt is crafted from premium Polyester for a look that works just as well in the office or client meetings. It's built to be flexible and tough, so it holds up to daily wear without losing its shape. The design includes reinforced stitching and double-stitched seams, giving you both form and function in one piece.",Tops,Polyester,Business
PRD-1452,Coastal Polo,"This modern polo is crafted from premium Linen for a look that works just as well on hiking trails and outdoor excursions. It's built to be lightweight and durable, so it holds up to daily wear without losing its shape. The design includes a quick-release buckle and double-stitched seams, giving you both form and function in one piece.",Tops,Linen,Outdoor
PRD-1453,Alpine Leggings,"Whether you're headed out for weddings and other special events or just running errands, this waterproof leggings keeps you covered. The Corduroy construction is both comfortable and rugged, and a relaxed, roomy fit adds a practical touch. Finished with articulated seams for freedom of movement, it's a elegant choice for almost any setting.",Bottoms,Corduroy,Wedding
PRD-1454,Vantage Sneaker,"Designed for those who want on-trend looks without sacrificing performance, this Synthetic sneaker is insulated and soft from morning commutes to weekend adventures. Reviewers consistently praise how reinforced the construction feels, thanks to moisture-wicking lining. It also features articulated seams for freedom of movement for added versatility.",Footwear,Synthetic,Business
PRD-1455,Cascade Cargo Pants,"A wardrobe staple, this cargo pants pairs sharp-looking styling with a flexible feel you'll want to wear all day. Made from Cotton Twill, it's engineered to be reinforced season after season. Thoughtful details like a brushed interior finish and reinforced stitching make it ideal during workouts and high-intensity activity.",Bottoms,Cotton Twill,Activewear
PRD-1456,Alpine Sneaker,"Whether you're headed out on hiking trails and outdoor excursions or just running errands, this waterproof sneaker keeps you covered. The Rubber construction is both flexible and long-lasting, and reinforced stitching adds a practical touch. Finished with moisture-wicking lining, it's a modern choice for almost any setting.",Footwear,Rubber,Outdoor
PRD-1457,Horizon Tote Bag,"Designed for those who want modern looks without sacrificing performance, this Wool tote bag is quick-drying and cozy from morning commutes to weekend adventures. Reviewers consistently praise how hard-wearing the construction feels, thanks to eco-friendly recycled materials. It also features double-stitched seams for added versatility.",Accessories,Wool,Activewear
PRD-1458,Drift Tote Bag,"Designed for those who want elegant looks without sacrificing performance, this Leather tote bag is windproof and flexible from morning commutes to weekend adventures. Reviewers consistently praise how tough the construction feels, thanks to an anti-odor treatment. It also features a quick-release buckle for added versatility.",Accessories,Leather,Outdoor
PRD-1459,Summit Sneaker,"Designed for those who want chic looks without sacrificing performance, this Canvas sneaker is water-resistant and comfortable from morning commutes to weekend adventures. Reviewers consistently praise how sturdy the construction feels, thanks to a reinforced toe cap. It also features double-stitched seams for added versatility.",Footwear,Canvas,Activewear
PRD-1460,Metro Parka,"A wardrobe staple, this parka pairs sleek styling with a cozy feel you'll want to wear all day. Made from Wool, it's engineered to be tough season after season. Thoughtful details like reinforced stitching and a reinforced toe cap make it ideal for weddings and other special events.",Outerwear,Wool,Wedding
PRD-1461,Heritage Cargo Pants,"Whether you're headed out for a relaxed, everyday look or just running errands, this waterproof cargo pants keeps you covered. The Cotton Twill construction is both soft and long-lasting, and moisture-wicking lining adds a practical touch. Finished with double-stitched seams, it's a chic choice for almost any setting.",Bottoms,Cotton Twill,Casual
PRD-1462,Urban Chinos,"Whether you're headed out in the office or client meetings or just running errands, this waterproof chinos keeps you covered. The Wool Blend construction is both cozy and durable, and articulated seams for freedom of movement adds a practical touch. Finished with reinforced stitching, it's a on-trend choice for almost any setting.",Bottoms,Wool Blend,Business
PRD-1463,Voyager Backpack,"Designed for those who want chic looks without sacrificing performance, this Nylon backpack is waterproof and airy from morning commutes to weekend adventures. Reviewers consistently praise how long-lasting the construction feels, thanks to eco-friendly recycled materials. It also features a taped, seam-sealed construction for added versatility.",Accessories,Nylon,Business
PRD-1464,Cascade Trail Runner,"Whether you're headed out for weddings and other special events or just running errands, this waterproof trail runner keeps you covered. The Rubber construction is both flexible and sturdy, and a slim, tapered fit adds a practical touch. Finished with eco-friendly recycled materials, it's a modern choice for almost any setting.",Footwear,Rubber,Wedding
PRD-1465,Metro Jacket,"A wardrobe staple, this jacket pairs sharp-looking styling with a airy feel you'll want to wear all day. Made from Softshell, it's engineered to be hard-wearing season after season. Thoughtful details like double-stitched seams and eco-friendly recycled materials make it ideal for formal occasions and the office.",Outerwear,Softshell,Formal
PRD-1466,Nordic T-Shirt,"Whether you're headed out for a relaxed, everyday look or just running errands, this windproof t-shirt keeps you covered. The Bamboo Blend construction is both flexible and tough, and adjustable straps adds a practical touch. Finished with double-stitched seams, it's a elegant choice for almost any setting.",Tops,Bamboo Blend,Casual
PRD-1467,Trailblazer Parka,"This chic parka is crafted from premium Nylon for a look that works just as well during workouts and high-intensity activity. It's built to be lightweight and sturdy, so it holds up to daily wear without losing its shape. The design includes a taped, seam-sealed construction and double-stitched seams, giving you both form and function in one piece.",Outerwear,Nylon,Activewear
PRD-1468,Summit Henley,"This chic henley is crafted from premium Cotton for a look that works just as well while traveling or on the go. It's built to be flexible and hard-wearing, so it holds up to daily wear without losing its shape. The design includes a relaxed, roomy fit and an anti-odor treatment, giving you both form and function in one piece.",Tops,Cotton,Travel
PRD-1469,Drift Trail Runner,"This sharp-looking trail runner is crafted from premium Rubber for a look that works just as well for a relaxed, everyday look. It's built to be cozy and sturdy, so it holds up to daily wear without losing its shape. The design includes a reinforced toe cap and articulated seams for freedom of movement, giving you both form and function in one piece.",Footwear,Rubber,Casual
PRD-1470,Drift Boot,"Designed for those who want elegant looks without sacrificing performance, this Synthetic boot is weatherproof and cozy from morning commutes to weekend adventures. Reviewers consistently praise how hard-wearing the construction feels, thanks to moisture-wicking lining. It also features articulated seams for freedom of movement for added versatility.",Footwear,Synthetic,Activewear
PRD-1471,Drift Scarf,"Designed for those who want modern looks without sacrificing performance, this Silicone scarf is water-resistant and airy from morning commutes to weekend adventures. Reviewers consistently praise how sturdy the construction feels, thanks to reflective trim for low-light visibility. It also features articulated seams for freedom of movement for added versatility.",Accessories,Silicone,Outdoor
PRD-1472,Drift Oxford,"A wardrobe staple, this oxford pairs on-trend styling with a comfortable feel you'll want to wear all day. Made from Rubber, it's engineered to be long-lasting season after season. Thoughtful details like double-stitched seams and a slim, tapered fit make it ideal during workouts and high-intensity activity.",Footwear,Rubber,Activewear
PRD-1473,Trailblazer Wallet,"A wardrobe staple, this wallet pairs elegant styling with a lightweight feel you'll want to wear all day. Made from Wool, it's engineered to be tough season after season. Thoughtful details like eco-friendly recycled materials and a quick-release buckle make it ideal for formal occasions and the office.",Accessories,Wool,Formal
PRD-1474,Ridgeline Oxford,"A wardrobe staple, this oxford pairs sharp-looking styling with a airy feel you'll want to wear all day. Made from Canvas, it's engineered to be hard-wearing season after season. Thoughtful details like a slim, tapered fit and moisture-wicking lining make it ideal during workouts and high-intensity activity.",Footwear,Canvas,Activewear
PRD-1475,Alpine Tote Bag,"A wardrobe staple, this tote bag pairs chic styling with a comfortable feel you'll want to wear all day. Made from Nylon, it's engineered to be durable season after season. Thoughtful details like a taped, seam-sealed construction and double-stitched seams make it ideal in the office or client meetings.",Accessories,Nylon,Business
PRD-1476,Summit Parka,"This sharp-looking parka is crafted from premium Gore-Tex for a look that works just as well on hiking trails and outdoor excursions. It's built to be comfortable and rugged, so it holds up to daily wear without losing its shape. The design includes a hidden interior pocket and reflective trim for low-light visibility, giving you both form and function in one piece.",Outerwear,Gore-Tex,Outdoor
PRD-1477,Drift T-Shirt,"A wardrobe staple, this t-shirt pairs on-trend styling with a breathable feel you'll want to wear all day. Made from Merino Wool, it's engineered to be long-lasting season after season. Thoughtful details like a hidden interior pocket and a relaxed, roomy fit make it ideal while traveling or on the go.",Tops,Merino Wool,Travel
PRD-1478,Drift Anorak,"Designed for those who want on-trend looks without sacrificing performance, this Down Fill anorak is insulated and soft from morning commutes to weekend adventures. Reviewers consistently praise how rugged the construction feels, thanks to a slim, tapered fit. It also features eco-friendly recycled materials for added versatility.",Outerwear,Down Fill,Travel
